	title	cluster
2554	нижнекамские электрические сети	0
2555	ниц бдд мвд россии адрес	2
2556	новолеушковская школаинтернат с профессиональным обучением	0
2557	новослободский доминтернат для престарелых и инвалидов	0
2558	новоулешковская школа с профессиональным обучением	0
2559	ногайская црб	0
2560	ноябрьская транспортная компания	0
2561	оао газпром газораспределение филиал в орловской области	0
2562	оао ипромашпром	0
2563	оаосн фсб россии	2
2564	обу цсзн по городу липецку	0
2565	обуз кинешемская црб официальный сайт	0
2566	общество с ограниченной ответственностью агрострой	4
2567	общество с ограниченной ответственностью алтырь	4
2568	общество с ограниченной ответственностью альтера	4
2569	общество с ограниченной ответственностью антикорнефтегаз	4
2570	общество с ограниченной ответственностью базис	4
2571	общество с ограниченной ответственностью воронежфармация	4
2572	общество с ограниченной ответственностью группа компаний инконнект	4
2573	общество с ограниченной ответственностью дорога	4
2574	общество с ограниченной ответственностью ибс экспертиза	4
2575	общество с ограниченной ответственностью компас	4
2576	общество с ограниченной ответственностью курортсервис	4
2577	общество с ограниченной ответственностью лаборатория инженерных коммуникаций	4
2578	общество с ограниченной ответственностью мега плюс	4
2579	общество с ограниченной ответственностью медлайн	4
2580	общество с ограниченной ответственностью медэксперт	4
2581	общество с ограниченной ответственностью мовла	4
2582	общество с ограниченной ответственностью ника	4
2583	общество с ограниченной ответственностью спецтрансэко	4
2584	общество с ограниченной ответственностью старком	4
2585	общество с ограниченной ответственностью тендер технолоджи групп	4
2586	общество с ограниченной ответственностью автоком	4
2587	общество с ограниченной ответственностью арадем	4
2588	общество с ограниченной ответственностью продвижение	4
2589	общество с ограниченной ответственностью ринтаторг	4
2590	общество с ограниченной ответственностью силэнтум	4
2591	общество с ограниченной ответственностью экспериментальный комбинат спортивных изделий	4
2592	ово по г оренбургу	0
2593	огбуз городская больница  г белгорода	0
2594	огбуз смоленский областной онкологический клинический диспансер	0
2595	огку укс смоленской области официальный сайт	0
2596	огку управление делами ульяновской области	0
2597	огку управление капитального строительства смоленской области	0
2598	огкусо цог тср и скл и са для лиц бомж	0
2599	огоу специальная коррекционнаяшколаинтернат  гнижнеудинска	0
2600	оку центр медикосоциальных услуг курской области	0
2601	окунев александр федорович	0
2602	омвд по лихославльскому району	0
2603	омвд россии по молчановскому району	2
2604	ооо верасмед	0
2605	ооо газпромнефтькорпоративные продажи	0
2606	ооо геопроект проектирование мостов дорог	0
2607	ооо медпромгрупп	0
2608	ооо синергия системз	0
2609	ооо скандикпроект	0
2610	ооо стройинвесткомплект	0
2611	ооо аспектбытовая техника	0
2612	ооо интелин	0
2613	ооо интеллектуальная интеграция	0
2614	ооо канцерна москва сайт	0
2615	ооо канцерна октмо	0
2616	ооо кдц орис	0
2617	ооо комусристар октмо	0
2618	ооо ленсервисстрой псосново	0
2619	ооо медимком спб	0
2620	ооо севердорстрой сазоново	0
2621	ооо спецстальресурс тучково	0
2622	ооо тамбовстроймеханизация	0
2623	ооо хартия	0
2624	ооо хитон воронеж	0
2625	ооо цифровые и печатные системы	0
2626	опб мвд россии	2
2627	отдел образования городищенского района пензенской области	0
2628	отделение сбыта  запад филиал  горэнергосбыт оао моэк	0
2629	открытое акционерное общество уск мост	0
2630	первый отдельный авиационный отряд фсб россии	2
2631	персиановский воинская часть 	1
2632	петинов тимофей	0
2633	пкб проектстрой нижний новгород	0
2634	пкф купер	0
2635	плесский психоневрологический интернат	0
2636	пограничная служба в тимашевске	0
2637	пограничное управление по краснодарскому краю	0
2638	поиск поставщика	0
2639	поликлиника фтс в ростове	0
2640	полное наименование и род деятельности фку цхисо умвд россии по ивановской области	2
2641	почтовый адрес уфсин по хакасии	0
2642	правительство вологодской области	0
2643	предмет роскоши это закупки 	0
2644	приволжское мту вт росавиации	0
2645	приглашение на церемонию награждения	0
2646	производственный кооператив сандр	0
2647	психоневрологический интернат в камских полянах	0
2648	психоневрологический интернат сосновая роща	0
2649	пушкинский ово филиал фгку уво гу мвд россии по московской области	2
2650	пфмиц нижний новгород	0
2651	ракитянское лесничество	0
2652	региональное таможенное управление радиоэлектронной безопасности объектов таможенной инфраструктуры	0
2653	росгосстрах исса	0
2654	роскомнадзор по северо западному федеральному округу	0
2655	рубинштейн елена павловна ярославль	0
2656	рузаевский ло мвд россии на транспорте	2
2657	русстройгарант отзывы	0
2658	рэу мурманский	0
2659	с  ею	0
2660	сайт гбуз янао муравленковская городская больница	0
2661	санаторий южный фнс россии	2
2662	санаторий дон ессентуки мвд	0
2663	санаторий дубрава фсб	0
2664	санаторий южный фнс	0
2665	санаторий южный фнс россии	2
2666	санктпетербургское государственное казенное учреждение дирекция транспортного строительства	0
2667	сасовская црб	0
2668	саяногорская гсп	0
2669	саянский детский доминтернат для умственно отсталых детей	0
2670	сводном перечне заказчиков	0
2671	сводный перечень заказчиков сайт	0
2672	синьялпокровское сельское поселение чебоксарского района	0
2673	ск реалист групп	0
2674	сколиолоджик ру питер	0
2675	служба в г сочи пограничного управления федеральной службы безопасности российской федерации по краснодарскому краю	0
2676	служба в городе невельске	0
2677	служба единого заказчика одинцово	0
2678	служба заказчика городского хозяйства нижний тагил	0
2679	служба заказчика кировского района города екатеринбурга	0
2680	служба инженернотехнического обеспечения фсо россии	2
2681	спб гбу кцсон красносельского района	3
2682	спб гбуз детский санаторий солнечное	0
2683	спб гку автобаза скорой и неотложной помощи	0
2684	спб гку дтс официальный сайт	0
2685	спбгбу гцсп контакт адрес	0
2686	средняя ахтуба партизанская 	0
2687	срц крюково официальный сайт	0
2688	ставропольский ло мвд россии на транспорте	2
2689	старооскольский лесхоз	0
2690	стелара тюмень	0
2691	стройбизнесгрупп салехард	0
2692	структура гбу автомобильные дороги	3
2693	таможенная поликлиника в ростове вакансии	0
2694	таможникова елена викторовна	0
2695	театральная  сочи фсб	0
2696	тендер вакансии профсоюз фгку скк сочинский мо рф	0
2697	техдоргрупп контракты	0
2698	техмедснаб 	0
2699	тихманьгская школа	0
2700	тихоокеанская медицинская компания	0
2701	тихоокеанская мостостроительная компания	0
2702	трансстроймеханизация	0
2703	троицкопечорское лесничество	0
2704	тулаоборонстрой	0
2705	тухватуллина иркия мансуровна	0
2706	угз рт	0
2707	угибдд гу мвд россии по гсанктпетербургу и ленинградской области	2
2708	угсно и изгнн контракты	0
2709	удмс вятские поляны	0
2710	укс города рязани	0
2711	укс мчс россии	2
2712	укс по смоленской области	0
2713	ульяновский областной водоканал димитровград	0
2714	умизо волжского района самарской области	0
2715	унэгэтэйская средняя общеобразовательная школа	0
2716	уор  московская область	0
2717	управа силино	0
2718	управление автомобильных дорог вологодской области	0
2719	управление автомобильных дорог вологодской области официальный сайт	0
2720	управление градостроительства и архитектуры орловской области	0
2721	управление делами правительства челябинской области официальный сайт	0
2722	управление информатизации и связи краснодарского края	0
2723	управление мелиорации земель и сельскохозяйственного водоснабжения по саратовской области	0
2724	управление муниципального хозяйства администрации города минеральные воды	0
2725	управление муниципального хозяйства города минеральные воды	0
2726	управление по регулированию контрактной системы воронежской области	0
2727	управление росприроднадзора по новгородской области адрес	0
2728	управление россельхознадзора по республикам хакасия и тыва	0
2729	управление специальной связи и информации фсо россии в цфо	2
2730	управление федеральных дорог тамань	0
2731	упрдор черноморье краснодар	0
2732	упрдор южный байкал	0
2733	упфр в октябрьском и советском районах го самара	0
2734	упфр по буденновскому району ставропольского края	0
2735	успн аскизского района	0
2736	устьвельская средняя общеобразовательная школа 	0
2737	ут мвд россии по пфо	2
2738	учетный номер организации спз где посмотреть	0
2739	фалалеев сергей викторович	0
2740	фбу администрация енисейречтранс	0
2741	фбу администрация ленского бассейна	0
2742	фбу чувашский цсм официальный сайт	0
2743	фгбну ульяновский ниисх	0
2744	фгбоу во гумрф имени адмирала со макарова	0
2745	фгбоу во ивановская пожарноспасательная академия гпс мчс россии	2
2746	фгбоу прогимназия снегири отзывы	0
2747	фгбу  цнии мо рф официальный сайт	0
2748	фгбу пфмиц минздрава россии	2
2749	фгбу управление самарамелиоводхоз	0
2750	фгбу федеральный научнотехнический центр геодезии картографии и инфраструктуры пространственных данных	0
2751	фгбу фмицпн	0
2752	фгбу фмицпн минздрава россии	2
2753	фгбу ансамбль александрова	0
2754	фгбу гидрометсервис	0
2755	фгбу красноярский асц мчс россии	2
2756	фгбу нкцо фмба россии волоколамское шоссе	2
2757	фгбу ннпц мсэ и ри минтруда россии г новокузнецк	2
2758	фгбу пфмиц	0
2759	фгбу рниои минздрава россии	2
2760	фгбу рнц мрик минздрава россии	2
2761	фгбу санаторий звенигород минздрава россии	2
2762	фгбу саратовмелиоводхоз официальный сайт	0
2763	фгбу управление мелиорации земель сельскохозяйственного водоснабжения по псковской области	0
2764	фгбу фцссх минздрава россии г калининград	2
2765	фгбу центральная научнометодическая ветеринарная лаборатория	0
2766	фгбуз смкц фмба россии тольятти	2
2767	фгку войсковая часть 	1
2768	фгку гвкг им нн бурденко минобороны россии филиал  	2
2769	фгку светлогорский вс минобороны россии	2
2770	фгку  отряд фпс по санктпетербургу	0
2771	фгку  вг минобороны россии саратов	2
2772	фгку комбинат вымпел росрезерва	0
2773	фгку амурский спасательный центр мчс россии	2
2774	фгку вч 	0
2775	фгку вч 	0
2776	фгку войсковая часть 	1
2777	фгку войсковая часть 	1
2778	фгку гвкг имени нн бурденко минобороны россии	2
2779	фгку гостиница комета мвд россии	2
2780	фгку комбинат сигнал им аа григорьева росрезерва	0
2781	фгку комбинат залив республика хакасия г черногорск	0
2782	фгку комбинат богатырь росрезерва	0
2783	фгку комбинат волжский росрезерва	0
2784	фгку комбинат заповедник	0
2785	фгку комбинат зенит росрезерва	0
2786	фгку комбинат знание росрезерва уфа	0
2787	фгку комбинат монолит росрезерва	0
2788	фгку комбинат прибайкалье росрезерва	0
2789	фгку комбинат слава росрезерва	0
2790	фгку росгранстрой санктпетербургский филиал	0
2791	фгку рузский цопу мчс россии	2
2792	фгку сибирское туио минобороны россии	2
2793	фгку скк северокавказский	0
2794	фгку спсч фпс по новосибирской области	0
2795	фгку спсч фпс по нсо	0
2796	фгку уво умвд россии по тульской области	2
2797	фгку уво умвд россии по хантымансийскому автономному округу югре	2
2798	фгку эпк мвд россии сайт	2
2799	фгнбу вниибзр гкраснодарпо 	0
2800	фгу южная дирекция реализации программ и проектов	0
2801	фгуп пз комсомольское	0
2802	фгуп сму фсин россии	2
2803	федеральное бюджетное учреждение музей морского флота	0
2804	федеральное государственное бюджетное образовательное учреждение высшего профессионального образования московский государственный университет имени мвломоносова инн	0
2805	федеральное государственное бюджетное учреждение культуры государственный эрмитаж	0
2806	федеральное государственное бюджетное учреждение центр социальных технологий министерства здравоохранения российской федерации	0
2807	федеральное государственное унитарное предприятие консервный завод федеральной службы исполнения наказаний	0
2808	федеральное государственное унитарное предприятие центральные научнореставрационные проектные мастерскиеаудиторское заключение	0
2809	федеральное казенное учреждение управление федеральных автомобильных дорог азов федерального дорожного агентства	0
2810	федеральное казенное учреждение центр хозяйственного и сервисного обеспечения мвд по республике хакасия	0
2811	федеральное казенное учреждение главный центр обеспечения деятельности фмс россии	0
2812	федеральное казенное учреждение объединенная дирекция по реализации федеральных инвестиционных программ министерства строительства и жилищнокоммунального хозяйства российской федерации	0
2813	федеральное казенное учреждение войсковая часть  отзывы	1
2814	федеральное казенное учреждение здравоохранения санаторий алупка министерства внутренних дел российской федерации	0
2815	федеральное управление автомобильных дорог центральная россия	0
2816	филиал  лркц минобороны россии	2
2817	филиал  фгбу  цвкг им аа вишневского минобороны россии	2
2818	филиал  фгбу лркц минобороны россии	2
2819	филиал  фку уфо мо рф	0
2820	филиал  горки фгбу лркц минобороны россии	2
2821	филиал  фгбу  цвкг имени аа вишневского	0
2822	филиал  фку уфо мо рф по г москве и московской области	0
2823	филиал санаторнокурортный комплекс вулан фгбу российский научный центр медицинской реабилитации и курортологии	0
2824	филиал фбуз центр гигиены и эпидемиологии в городе москве в свао	0
2825	филиал фгбу россельхозцентр по красноярскому краю	0
2826	филиал фгбу фкп росреестра по республике мордовия	0
2827	финансовоказначейское управление администрации города рязани	0
2828	фклпу б уфсин россии по республике коми	2
2829	фку тамань	0
2830	фку управление капитального строительства мчс россии	2
2831	фку военный комиссариат московской области	0
2832	фку военный комиссариат пермского края	0
2833	фку волгоградская пбстин минздрава россии	2
2834	фку гб мсэ по амурской области минтруда россии	2
2835	фку гб мсэ по камчатскому краю минтруда россии	2
2836	фку гб мсэ по пензенской области минтруда россии	2
2837	фку гб мсэ по рт минтруда россии	2
2838	фку главный центр обеспечения деятельности фмс россии	2
2839	фку гцитоис фсин россии	2
2840	фку ерц мо рф	0
2841	фку ик уфсин россии по республике мордовия адрес	2
2842	фку ик уфсин россии по чувашской республике чувашии	2
2843	фку ик гуфсин россии по нижегородской области	2
2844	фку ик гуфсин россии по красноярскому краю	2
2845	фку ик уфсин россии по ставропольскому краю	2
2846	фку ик уфсин россии по калужской области	2
2847	фку ик уфсин россии по курской области	2
2848	фку костромская пбстин минздрава россии	2
2849	фку кп уфсин россии по омской области	2
2850	фку кп уфсин россии по московской области	2
2851	фку кп уфсин россии по тамбовской области	2
2852	фку кп оиу оухд уфсин россии по республике коми	2
2853	фку налогсервис	0
2854	фку налогсервис фнс россии форум	2
2855	фку налогсервис форум зарплата	0
2856	фку ниц фскн россии	2
2857	фку новосибирская пбстин минздрава россии	2
2858	фку объединенная дирекция	0
2859	фку оск зво	0
2860	фку поумтс мвд россии	2
2861	фку ук уфсин россии по г москве	2
2862	фку управление федеральных автомобильных дорог тамань	0
2863	фку управление федеральных автомобильных дорог тамань	0
2864	фку упрдор каспий	0
2865	фку упрдор тамань	0
2866	фку упрдор азов	0
2867	фку упрдор азов инн	0
2868	фку упрдор забайкалье адрес	0
2869	фку упрдор каспий астрахань инн	0
2870	фку упрдор кола петрозаводск официальный сайт	0
2871	фку упрдор тамань адрес	0
2872	фку упрдор тамань контакты	0
2873	фку упрдор южный байкал официальный сайт	0
2874	фку уралуправтодор екатеринбург официальный сайт	0
2875	фку цзз вв мвд россии	2
2876	фку цх и со умвд россии по вологодской области	2
2877	фку цхисо гу мвд россии по красноярскому краю	2
2878	фку цхисо гу мвд россии по самарской области контакты	2
2879	фку цхисо гу мвд россии по саратовской области	2
2880	фку цхисо мвд по рб	2
2881	фку цхисо мвд по республике башкортостан	0
2882	фку цхисо мвд по чувашской республике	0
2883	фку цхисо умвд по томской области	0
2884	фку цхисо умвд россии	2
2885	фкуз мсч  фсин россии	2
2886	фкуз мсч  фсин россии самара	2
2887	фкуз мсч мвд россии	2
2888	фкуз мсч фсин россии	2
2889	фмицпн	0
2890	химкинский срцн	0
2891	хозяйственное управление при кабинете министров республики татарстан	0
2892	центр заказчиказастройщика вв мвд россии	2
2893	центр обеспечения граждан техническими средствами реабилитации и санаторнокурортным лечением	0
2894	центр обеспечения граждан техническими средствами реабилитации и санаторнокурортным лечением ульяновск	0
2895	центр пмсс с любовью к детям в городе тимашевском	0
2896	центр социальных инвестиций и строительства белгородской области сайт	0
2897	центр специальной связи и информации федеральной службы охраны	0
2898	центр специальной связи и информации федеральной службы охраны рф в рб	0
2899	центравтомагистраль официальный сайт	0
2900	центравтомагистраль филиал	0
2901	централизованный региональный технический сервис зао	0
2902	центральный архив мчс россии	2
2903	цзз вв мвд россии	2
2904	цлати по оренбургской области	0
2905	цоумтс мвд россии	2
2906	црб донское ставропольский край	0
2907	цссв спутник	0
2908	цссв спутник официальный сайт	0
2909	цхисо мвд по рд	0
2910	челябэнергосбыт кыштымский филиал	0
2911	чендемеровское сельское поселение	0
2912	чернышковская црб волгоградской области	0
2913	чистопольский доминтернат для престарелых и инвалидов юлдаш	0
2914	чухнов игорь смоленск	0
2915	шарыгина оксана борисовна одинцово	0
2916	школа  невского района санктпетербурга	0
2917	школьный юрист ооо	0
2918	щигровский интернат	0
2919	экспознак	0
2920	электротехническая лаборатория сателлит	0
2921	эсбиэс фармаси	0
2922	эсг охрана труда	0
2923	эсг охрана труда отзывы	0
2924	юргинский детский доминтернат для умственно отсталых детей	0
2925	госзатраты	0
2926	невская дистрибьюторская компания	0
2927		0
2928		0
2929	 ая магистральная д 	0
2930	 вмкг минобороны россии фгку	2
2931	 военный клинический госпиталь волгоград	0
2932		0
2933	 отряд фпс по красноярскому краю	0
2934	щ	0
2935	 пожарноспасательный отряд	0
2936	 войсковая часть	1
2937	 цвкг им аа вишневского минобороны россии филиал 	2
2938	 контракты	0
2939		0
2940	 	0
2941		0
2942		0
2943	 г волгоград ул донецкая монолит	0
2944		0
2945		0
2946	 цнии минобороны россии	2
2947	 цнии екатеринбург	0
2948	 пограничный учебный центр фсб россии	2
2949		0
2950		0
2951	 филиал фгбу  цвкг им а а вишневского	0
2952	 центр заказчиказастройщика внутренних войск мвд россии	2
2953	 школа коряжма	0
2954		0
2955		0
2956		0
2957	 воинская часть	1
2958		0
2959	 инн 	0
2960	 централизованный региональный технический сервис	0
2961		0
2962		0
2963		0
2964		0
2965		0
2966	 инн кпп 	0
2967	 кпп	0
2968		0
2969		0
2970	 цзз вв мвд россии вч 	2
2971		0
2972		0
2973	 кпп	0
2974	 	0
2975	 	0
2976		0
2977	  	0
2978	 фгбу ддо непецино	0
2979		0
2980		0
2981		0
2982		0
2983		0
2984		0
2985		0
2986	    	0
2987	 	0
2988		0
2989		0
2990		0
2991	абазов стройотделка	0
2992	абаканский ло мвд россии	2
2993	автайкин андрей генрихович саранск	0
2994	автобаза администрации главы чувашской республики	0
2995	автоматизированная система госзатраты	0
2996	автономная некоммерческая организация институт профессиональных контрактных управляющих	0
2997	автономная некоммерческая организация комплекс инжиниринговых технологий курчатовского института	0
2998	автономная некоммерческая организация институт профессиональных контрактных управляющих	0
2999	автономная некоммерческая организация дополнительного профессионального образования институт государственного и корпоративного управления	0
3000	автопарк администрации архангельской области	0
3001	автохозяйство администрации города тулы	0
3002	автохозяйство мку тула	0
3003	автохозяйство тула официальный сайт	0
3004	агентство ветеринарии сахалинской области официальный сайт	0
3005	агентство загс сахалинской области	0
3006	агентство по муниципальному заказу жкх ярославль	0
3007	агентство по строительству ярославль	0
3008	агентство природных ресурсов и экологии архангельской области	0
3009	администратор московского парковочного пространства реквизиты	0
3010	администрация аксайского городского поселения официальный сайт	0
3011	администрация бабстовского сельского поселения	0
3012	администрация бесленеевского сельского поселения мостовского района	0
3013	администрация городского поселения ардатов	0
3014	администрация ильского городского поселения северского района	0
3015	администрация константиновского сельсовета татарского района	0
3016	администрация кочкуровского сельского поселения	0
3017	администрация лопатинского района пензенской области	0
3018	администрация малокирсановского сельского поселения	0
3019	администрация мо докузпаринский район	0
3020	администрация мо новочеркасский сельсовет	0
3021	администрация рп средняя ахтуба	0
3022	администрация сосновского района нижегородской области	0
3023	адрес гку ампп	0
3024	адрес телефон ак теплоэнерго г лысьва	0
3025	аймичи рус	0
3026	акционерное общество международный аэропорт пермь	0
3027	акционерное общество олсон	0
3028	акционерное общество крокус интернэшнл	0
3029	акционерное общество электронный архив	0
3030	акционерное общество здравэкспорт  москва г научный пр да	0
3031	акционерное общество строительное управление 	0
3032	акционерное общество электронный архив	0
3033	алтайтурцентр официальный сайт	0
3034	ам констракшн официальный сайт	0
3035	амп приморского края и восточной арктики	0
3036	ампп	0
3037	анализ госзакупок	0
3038	антарисактив тула	0
3039	ардатовский мед колледж	0
3040	армавирский рц	0
3041	астраханский государственный ансамбль песни и пляски	0
3042	астро волга в городе похвистнево	0
3043	атекс групп	0
3044	аукционы мбу благоустройство г таганрог	0
3045	афанасьева анна семеновна	0
3046	аху барсово	0
3047	ачакасинское сельское поселение канашского района	0
3048	база внуково умто схо федеральная служба охраны российской федерации	0
3049	балейский детский дом	0
3050	балтпромторг	0
3051	банковские реквизиты министерства обороны рф	0
3052	банковские реквизиты умвд россии по костромской области	2
3053	баранчиков дмитрий валентинович	0
3054	бардымская црб им ап курочкиной	0
3055	безопасный город нижний новгород сайт	0
3056	безопасный регион уфа	0
3057	белэкосервис п дубовое белгородский район	0
3058	бокар учебное учреждение	0
3059	больница имени ваныкина тулы  года	0
3060	бу цфо минобразования чувашии	0
3061	бу нижневартовская окружная больница 	0
3062	бу ур риц ур	0
3063	буденновский межрайводоканал	0
3064	буз во острогожская рб	0
3065	буз орловской области орловская дезинфекционная станция	0
3066	буйнакская психиатрическая больница	0
3067	буйский техникум градостроительства и предпринимательства официальный сайт	0
3068	бутурлиновский медицинский техникум	0
3069	бфу администрации города абакана	0
3070	бюро  филиал фку гб мсэ по г москве	0
3071	в ч  вакансии	0
3072	в ч 	0
3073	вч  адрес	0
3074	вч 	0
3075	вч  железнодорожный вакансии	0
3076	вч  фгку	0
3077	вч 	0
3078	вч 	0
3079	вч 	0
3080	вч 	0
3081	вч 	0
3082	вч  новочеркасск казачьи лагери 	0
3083	вандина ольга георгиевна	0
3084	верещагинский многопрофильный техникум	0
3085	виталег рулит яндекс метрикой	0
3086	вкб 	0
3087	владислав витковский	0
3088	вму фсб россии официальный сайт	2
3089	водотепломир в спб	0
3090	военная часть 	1
3091	военномедицинское управление вму фсб россии	2
3092	военномедицинское управление фсб россии официальный сайт	2
3093	воентелеком	0
3094	воинская часть 	1
3095	воинская часть  балашиха	1
3096	воинская часть 	1
3097	воинская часть  энгельс адрес	1
3098	воинская часть 	1
3099	воинская часть 	1
3100	воинская часть 	1
3101	войсковая часть  мещерино	1
3102	войсковая часть 	1
3103	войсковая часть 	1
3104	войсковая часть 	1
3105	войсковая часть  адрес	1
3106	войсковая часть  фото	1
3107	войсковая часть  что за часть	1
3108	войсковая часть  ростов на дону	1
3109	войсковая часть 	1
3110	войсковая часть  внутренних войск мвд россии	1
3111	войсковая часть 	1
3112	войсковая часть  г снежинск	1
3113	войсковая часть  курчатов	1
3114	войсковая часть 	1
3115	войсковая часть  богородский район	1
3116	войсковая часть  ростовнадону	1
3117	войсковая часть 	1
3118	войсковая часть 	1
3119	войсковая часть  энгельс отзывы	1
3120	войсковая часть  мурманск	1
3121	войсковая часть 	1
3122	войсковая часть  адрес	1
3123	войсковая часть 	1
3124	войсковая часть  саратов	1
3125	войсковая часть  контакты	1
3126	войсковая часть  ставрополь	1
3127	войсковая часть 	1
3128	войсковая часть  адрес	1
3129	войсковая часть  тула	1
3130	войсковая часть 	1
3131	войсковая часть 	1
3132	войсковая часть  адрес	1
3133	войсковая часть 	1
3134	войсковая часть  телефон	1
3135	войсковая часть  нижний новгород	1
3136	войсковая часть  телефон	1
3137	войсковая часть 	1
3138	войсковая часть 	1
3139	войсковая часть  севастополь	1
3140	войсковая часть 	1
3141	войсковая часть  г красноярск ул киренского 	1
3142	войсковая часть 	1
3143	войсковая часть  адрес	1
3144	волгапроект сызрань хвалынского 	0
3145	волгаэнергосбыт	0
3146	волгоградская пбстин	0
3147	волжское лпумг	0
3148	вологодская механизированная колонна 	0
3149	вологодский рвп филиал фбу администрация севводпуть	0
3150	воронцовская лариса игнатьевна	0
3151	восточносибирская дирекция по эксплуатации зданий и сооружений	0
3152	вч 	0
3153	газпром газораспределение ленинградская область официальный сайт	0
3154	газпром теплоэнерго вологда бабаево	0
3155	газпромнефть  корпоративные продажи	0
3156	газтрансмаш красноармейского района	0
3157	галицков константин станиславович	0
3158	гарник сергей валентинович	0
3159	гау боровской дом интернат	0
3160	гау дод спартак нальчик	0
3161	гау идпо дсзн	0
3162	гау каменскуральский пни	0
3163	гау краснотурьинский пни	0
3164	гау кцсон невьянского района	0
3165	гау нсо цспсд семья	0
3166	гау нсо областной центр социальной помощи семье и детям морской залив	0
3167	гау со рцоко	0
3168	гау со цсзн марксовского района саратовской области	0
3169	гауз сп  дзм	0
3170	гауз сп   дзм	0
3171	гауз стоматологическая поликлиника  инн	0
3172	гаусо азнакаевский доминтернат для престарелых и инвалидов	0
3173	гбдоу детский сад  пушкинского района спб	0
