	title	cluster
1172	федеральное казенное учреждение управление федеральных автомобильных дорог тамань федерального дорожного агентства	1
1173	федеральное казнное учреждение войсковая часть 	7
1174	фку гб мсэ по воронежской области минтруда россии	9
1175	фку гб мсэ по самарской области минтруда россии	9
1176	фку гцод фмс россии	9
1177	фку дирекция госзаказчика	9
1178	фку кп уфсин россии по архангельской области	9
1179	фку скоумтс мвд россии официальный сайт	11
1180	фку уфо мо рф по г москве и московской области	10
1181	фку цитов гуфсин россии по красноярскому краю	9
1182	фкуз мсч фсин россии	9
1183	фмицпн минздрава россии	12
1184	цвк по мто гквв мвд рф	1
1185	цвк по мто гквв мвд рф вч 	1
1186	центральная дирекция по тепловодоснабжению филиал оао ржд	1
1187	цоу вогоип мвд россии	1
1188	цхто тольятти	1
1189	школьный юрист	1
1190	эдвансед трансформейшн консалтинг	1
1191	экостройинжиниринг казань	1
1192	ямалкоммунэнерго муравленко	1
1193		1
1194	 цнии минобороны россии	9
1195	 оао фсб россии	1
1196		1
1197	 центральный научноисследовательский институт министерства обороны	1
1198		1
1199		1
1200	 падовская сош пестравский район самарская область	5
1201		1
1202		1
1203		1
1204	 рекомендует яндекс поисковую систему	1
1205	  страна происхождения	1
1206		1
1207	госзатраты	1
1208	автобаза огв краснодар	1
1209	автовам шпалерная	1
1210	автомобильные дороги вао	1
1211	администрация каладжинского сельского поселения лабинского района	5
1212	администрация криводановского сельсовета новосибирского района	5
1213	адрес минстроя московской области	10
1214	аксайский филиал гбу ро пнд	1
1215	алена гурьева мариинский театр	1
1216	алханов шамсудин гумахаевич	1
1217	амурский спасательный центр мчс россии	4
1218	ано дпо институт государственного управления	1
1219	ардатовский психоневрологический интернат фото	1
1220	арктикгазстрой надым	1
1221	балтстрой малый театр	1
1222	бу чр центр финансового обеспечения минобразования чр	4
1223	буз во вологодская областная психиатрическая больница	1
1224	бюджет регионов россии на  год таблица	9
1225	вч 	1
1226	вч  казачьи лагери телефон	1
1227	владимир царитов	1
1228	вмку дорожный фонд	1
1229	воинская часть 	7
1230	воинская часть 	7
1231	воинская часть  вологда	7
1232	войсковая часть  белгородская область	7
1233	войсковая часть 	7
1234	войсковая часть 	7
1235	войсковая часть 	7
1236	войсковая часть  кострома	7
1237	войсковая часть 	7
1238	войсковая часть 	7
1239	войсковая часть 	7
1240	войсковая часть  казачьи лагери	7
1241	волжский спасательный центр мчс россии	4
1242	вологда в ч  фото	1
1243	втк кабардинобалкария	1
1244	гау мо мособлэкспертиза официальный сайт	11
1245	гау рцэцс пенза	1
1246	гбоу впо астраханский гму минздрава россии	12
1247	гбу автомобильные дороги вао руководитель	1
1248	гбу автомобильные дороги свао контакты	1
1249	гбу автомобильные дороги юзао контакты	1
1250	гбу бдд казань	1
1251	гбу во цпписп	1
1252	гбу гцпикр департамента образования правительства г москвы	1
1253	гбу жилищник зюзино	1
1254	гбу жилищник района котловка официальный сайт	11
1255	гбу кк управление краснодарлес	1
1256	гбу со кк кцсон центрального округа	1
1257	гбу спортивный комплекс крылатское москомспорта	1
1258	гбуз гп  дзм	8
1259	гбуз мкнц дзм	8
1260	гбуз мкнц дзм официальный сайт	11
1261	гбуз пк црб пмр	8
1262	гбуз рб благовещенская црб в контакте	8
1263	гбуз рм республиканская больница 	8
1264	гбуз рм республиканская клиническая больница 	8
1265	гбуз ск гкб смп г ставрополь	8
1266	гвкг им нн бурденко минобороны россии официальный сайт	11
1267	гку ампп	2
1268	гку во мац	2
1269	гку дирекция транспортного строительства санктпетербурга	2
1270	гку дсрэсзс москомспорта официальный сайт	11
1271	гку казаки дона	2
1272	гку кк автобаза огв краснодар	2
1273	гку мо дирекция единого заказчика минсоцзащиты мо	1
1274	гку но безопасный город	2
1275	гку со кк адлерский реабилитационный центр	2
1276	гку то укс тюмень	2
1277	гку укс самарской области	2
1278	гку умфц по кемеровской области	2
1279	гку управление заказчика спб	2
1280	гкуз ко нкптд	1
1281	гкуз но нижегородский специализированный дом ребенка	1
1282	глаголев алексей владимирович администрация президента	1
1283	глори эвкалиптус лтд	1
1284	городилов валерий васильевич абакан фото	1
1285	городская больница скорой медицинской помощи  казани	1
1286	гос затраты	1
1287	госзатраты	1
1288	госзакупки аналитика	1
1289	госзатарты	1
1290	государственная инспекция финансового контроля магаданской области	10
1291	государственное казенное учреждение города москвы администратор московского парковочного пространства	1
1292	государственное казенное учреждение московской области дирекция единого заказчика министерства социальной защиты населения московской области	10
1293	государственное унитарное предприятие московской области проектный институт мособлстройпроект	10
1294	гоу то дубовская школаинтернат	1
1295	груздев сергей владимирович	1
1296	гуз городская больница  г тулы имени ег лазарева	1
1297	гуз детская поликлиника  волгоград	13
1298	гуз липецкая гб смп  адрес	1
1299	дезз минздрава	1
1300	департамент информационной политики приморского края	1
1301	департамент росприроднадзора по северозападному федеральному округу	1
1302	департамент строительства и жилищной политики янао официальный сайт	11
1303	джи динамика	1
1304	дирекция единого заказчика министерства социального развития московской области	10
1305	донской сц мчс россии	9
1306	евгений коваль мартопляс виктор александрович	1
1307	еддс наримановского района	5
1308	закрытое акционерное общество крокус интернэшнл	1
1309	зао березниковская сетевая компания	1
1310	зао евро хоум билдинг	1
1311	зао сириус краснодар закупки	1
1312	западное лу мвд россии на транспорте	1
1313	затраты гос	1
1314	индивидуальный предприниматель журавлев александр станиславович	1
1315	инн  отзывы	3
1316	инн  кпп 	3
1317	инн 	3
1318	инн  кпп  ооо горизонт	3
1319	инспекция гостехнадзора курской области	10
1320	инфопромдирект	1
1321	ип донаканян цолак сергеевич	1
1322	ип путинцев артем михайлович	1
1323	ип строкова татьяна александровна	1
1324	ип субботина юлия валерьевна	1
1325	ип шемолина марина геннадьевна чебоксары	1
1326	ишлейское сельское поселение чебоксарского района	5
1327	как найти код спз организации	1
1328	камско полянский психоневрологический интернат	1
1329	кашира  воинская часть 	7
1330	китаева элеонора борисовна	1
1331	код спз	1
1332	код спз организации что это	1
1333	колодко андрей георгиевич	1
1334	колташов георгий вячеславович	1
1335	кольчик алексей викторович	1
1336	комбинат взморье росрезерва	0
1337	комбинат горки росрезерва	0
1338	комбинат знание уфа	0
1339	комитет по телекоммуникациям и информатизации ленинградской области	10
1340	кособродский профессиональный техникум официальный сайт	11
1341	кпп 	1
1342	краевое государственное бюджетное учреждение здравоохранения родильный дом   г барнаул	1
1343	краснодартранспроект ооо	14
1344	куво усзн коминтерновского района г воронежа	5
1345	куво усзн левобережного района г воронежа	5
1346	куми рязанского района рязанской области	5
1347	лабтроника	1
1348	лагерь березка строитель как добраться	1
1349	латышева елена юрьевна	1
1350	листвянский психоневрологический интернат	1
1351	листвянский психоневрологический интернат кемеровской области	10
1352	мбу центр итс	4
1353	мбу благоустройство таганрог официальный сайт	11
1354	мбу дирекция жкх г новокузнецка	1
1355	мбу комбинат питания новокузнецк	0
1356	мбу столица урала	1
1357	медицинская компания влаант	1
1358	межрегиональный центр судебных экспертиз и оценки таганрог	4
1359	мелдов сергей анатольевич	1
1360	миксатренд	1
1361	министерство внутренней политики и массовых коммуникаций калуга	1
1362	министерство курортов и туризма краснодарского края	1
1363	министерство транспорта и автомобильных дорог нижегородской области	10
1364	минмелиоводхоз рд официальный сайт	11
1365	михеев альмир александрович	1
1366	мку безопасный город воронеж	1
1367	мку долговой центр г тамбов официальный сайт	11
1368	мку служба аср и гз новосибирск	1
1369	мку уб пролетарского района г ростованадону	5
1370	мку ужкх пролетарского района г ростованадону	5
1371	мку усзн советского района г ростованадону	5
1372	мово по гатчинскому району ло	5
1373	монолит 	1
1374	мосводосбыт официальный сайт	11
1375	моу сош  десногорск	1
1376	мру росалкогольрегулирования по уральскому федеральному округу	1
1377	муниципальное унитарное предприятие жилищнокоммунального хозяйства городского поселения березово	1
1378	мусин рашид ринатович	1
1379	мытищинский ово филиал фгку уво гу мвд россии по московской области	10
1380	нагоев марат назирович	1
1381	назначение для стерилизации в автоклавах вакуумного типа контейнер состоит из корпус контейнера крышка пломбы полимерные корпус контейнера без перфорации материал алюминий система пломбировки контейнера держатель бирок внешний размер корпуса хх мм рукоятки во всю ширину корпуса с фиксацией под углом  градусов крышка контейнера  полимерная материал термостабильный пластик внутренний размер крышки хх мм тип изделия пломба одноразовая с защелкой материал полимер назначение контроль вскрытия контейнера и достижения стерильности наличие индикатора паровой стерилизации подтверждающего достижение условий стерильности при автоклавировании	1
1382	ненецкий поисковоспасательный отряд мчс россии	9
1383	ненецкий псо мчс россии	9
1384	нефтекамский многопрофильный колледж официальный сайт	11
1385	новости сло россия	9
1386	номер вечерней школы   г йошкар ола	1
1387	оао вегетта	1
1388	оао нижегородская сбытовая компания кстовское отделение	1
1389	оао оборонэнерго филиал северозападный	1
1390	оао оборонэнергосбыт филиал северозападный	1
1391	оао племрепродуктор чистюньский расчетный счет	1
1392	общество с ограниченной ответственностью бриз	6
1393	общество с ограниченной ответственностью цст	6
1394	общество с ограниченной ответственностью экомед	6
1395	общество с ограниченной ответственностью дорожностроительное управление окс	6
1396	объединение общественной безопасности уфа	1
1397	объединенная дирекция минстроя россии	1
1398	ово по городу оренбургу ффгку уво умвд россии по оренбургской области	10
1399	огбу центр социальных инвестиций и строительства белгород	4
1400	огбу центр социальных инвестиций и строительства белгород официальный сайт	11
1401	огбуз иркутская районная больница	5
1402	огбуз яковлевская црб	1
1403	огку укс смоленской области	10
1404	октябрьская дирекция связи центральной станции связи филиала оао ржд	1
1405	олонецкий детский дом	1
1406	ооо комусристар	14
1407	ооо ск реалист групп	14
1408	ооо школьный юрист	14
1409	ооо газпромнефтькорпоративные продажи	14
1410	ооо комусристар	14
1411	ооо новейшие технологии сан уфа	14
1412	ооо промкредит большая грузинская	14
1413	ооо самаратрансстрой	14
1414	ооо техавтосервистранс	14
1415	ооо техглавстрой официальный сайт	11
1416	ооо хартия	14
1417	оп центральный набережные челны	1
1418	оперативнотехническая служба  филиал регионального таможенного управления радиоэлектронной безопасности объектов таможенной инфраструктуры г владивосток	1
1419	орский линейный отдел мвд россии на транспорте	1
1420	отб уфсин россии по саратовской области	10
1421	отдел образования суражского района брянской области	5
1422	открытое акционерное общество кзсксиликон	1
1423	открытое акционерное общество издательство просвещение октмо	1
1424	пансионат подгоренский	1
1425	пензенская мясная компания хасаншин	1
1426	пермское лу мвд россии на транспорте	1
1427	пластиковый контейнер с анодным буфером этилендиаминтетрауксусная кислота	1
1428	пограничное управление фсб россии по краснодарскому краю сочи	1
1429	региональная тендерная компания рязань	1
1430	рейтинг аудиторов 	1
1431	сайт госзатраты	11
1432	санаторий нарат фмба россии	1
1433	санаторнокурортный комплекс вулан фгбу рнц вмик минздрава россии	12
1434	саттаров тимур маликович новосибирск	1
1435	северозападный энергетический таможенный пост	1
1436	северокавказский филиал фгбу авиаметтелеком росгидромета	12
1437	семейный родник мичуринск кочетовка	1
1438	серебряный бор адрес администрации	1
1439	сертоловское муниципальное учреждение оказание услуг развитие	1
1440	служба заказчика ленинского района екатеринбурга	5
1441	служба заказчика центрального района санктпетербурга	5
1442	смирныховская црб сахалинская область	10
1443	статистика госзакупок 	1
1444	статистика государственных закупок в россии	1
1445	стецюк татьяна владимировна мати	1
1446	сухоложская рб	1
1447	таможенная поликлиника в ростове	1
1448	техглавстрой спб	1
1449	тоншаловская средняя общеобразовательная школа	1
1450	тульский техникум социальных технологий официальный сайт	11
1451	увд по юзао гу мвд россии по г москве реквизиты	1
1452	уор  чехов	1
1453	управление делами губернатора и правительства челябинской области	10
1454	управление заказчика по строительству транспортных объектов и гидротехнических сооружений	1
1455	управление минпромторга россии по центральночерноземному району	5
1456	управление мосводосбыт оао мосводоканал	1
1457	управление муниципальной собственности богучаны	1
1458	управление росприроднадзора по белгородской области	10
1459	управление росприроднадзора по новгородской области	10
1460	управление росрезерва по южному федеральному округу	1
1461	упрдор каспий астрахань адрес	1
1462	упрдор кола	1
1463	упрдор черноморье сочи официальный сайт	11
1464	урицкий мосп орловской области	10
1465	учетный номер организации спз	1
1466	фбуз центр гигиены и эпидемиологии в городе санктпетербург	4
1467	фгау ок рублевоуспенский	1
1468	фгбу сзфмиц минздрава россии	12
1469	фгбу гнц минздрава россии	12
1470	фгбу нцэсмп	12
1471	фгбу редакция газеты красная звезда	12
1472	фгбу санаторий южный управления делами президента российской федерации	12
1473	фгбу северный экспедиционный отряд аварийноспасательных работ	12
1474	фгбу северный эо аср	12
1475	фгбу северокавказское угмс	12
1476	фгбу управление по эксплуатации зданий высших органов власти	12
1477	фгбу фмиц им па герцена минздрава россии	12
1478	фгбу фнцтио им ак ви шумакова минздрава россии	12
1479	фгбу фцссх минздрава россии г пенза	12
1480	фгбу фцтоэ минздрава россии г чебоксары официальный сайт	12
1481	фгбу центр развития вхк официальный сайт	11
1482	фгбу цито им нн приорова минздрава россии	12
1483	фгкоу институт фсб россии г санктпетербург	1
1484	фгку вч 	1
1485	фгку комбинат залив росрезерва	0
1486	фгку комбинат минерал росрезерва пермь	0
1487	фгку комбинат родник росрезерва	0
1488	фгку комбинат эталон росрезерва	0
1489	фгку санаторий анапа фсб россии	1
1490	фгку скк анапский мо рф	1
1491	фгку уво умвд россии по пензенской области	10
1492	фгуп инженернотехнический центр минобороны россии	4
1493	фгуп сму фсин россии официальный сайт	11
1494	федеральное государственное образовательное учреждение среднего профессионального образования забайкальский горный колледж	1
1495	федеральное государственное унитарное предприятие атэкс федеральной службы охраны российской федерации	1
1496	федеральное казенное учреждение дирекция государственного заказчика программ развития морского транспорта	1
1497	федеральное казнное учреждение войсковая часть 	7
1498	филиал  фку уфо мо рф по г москве и московской области	10
1499	филиал  центральный военный госпиталь фгбу лркц минобороны россии	12
1500	филиал  фгу  цвкг им аа вишневского минобороны россии отзывы	1
1501	филиал  фгу гвкг им нн бурденко минобороны россии регистратура	1
1502	фку аппарат общественной палаты российской федерации	9
1503	фку гб мсэ по волгоградской области минтруда россии	9
1504	фку гб мсэ по забайкальскому краю минтруда россии	9
1505	фку гб мсэ по кировской области минтруда россии	9
1506	фку гб мсэ по нижегородской области минтруда россии	9
1507	фку гб мсэ по республике карелия минтруда россии	9
1508	фку дирекция космодрома восточный	9
1509	фку жку гуфсин россии по республике коми	9
1510	фку ик гуфсин россии по челябинской области	9
1511	фку ик уфсин россии по республике марий эл	9
1512	фку ик гуфсин россии по республике башкортостан	9
1513	фку каспий	9
1514	фку поволжуправтодор	9
1515	фку сизо гуфсин россии по новосибирской области	9
1516	фку упрдор каспий	9
1517	фку упрдор кавказ пятигорск	9
1518	фку упрдор тамань	9
1519	фку уралуправтодор	9
1520	фку центр хозяйственного и сервисного обеспечения мвд	4
1521	фку цх и со гу мвд россии по краснодарскому краю	9
1522	фку цхисо гу мвд россии по кемеровской области	9
1523	фку цхисо умвд россии по ивановской области	9
1524	фку цхисо умвд россии по новгородской области	9
1525	фкуз мсч  фсин россии	9
1526	фраас екатерина викторовна	1
1527	фрц мчс россии	9
1528	ходжакулов шавкат бабамуратович	1
1529	центр внешнего контроля качества клинических лабораторных исследований	4
1530	центр организации дорожного движения нижний новгород	4
1531	центр содействия развитию земельноимущественного комплекса московской области	4
1532	центр управления городскими дорогами	4
1533	чеченская строительноторговая компания	1
1534	что такое код по спз	1
1535	что такое спз организации	1
1536	шевелев илья ильич	1
1537	шлюмберже лоджелко инк	1
1538	энергосбыт кочубеевское	1
1539	ядринское мро оао чувашская энергосбытовая компания	1
1540	ямалстройконсалтинг	1
1541		1
1542		1
1543		1
1544	 цнии мо рф официальный сайт	11
1545	 войсковая часть	7
1546	 спасательный центр мчс россии	4
1547	 инн	3
1548		1
1549		1
1550	 госзакупки	1
1551		1
1552	    	1
1553		1
1554		1
1555		1
1556		1
1557		1
1558		1
1559		1
1560	авдашкевич светлана викторовна	1
1561	автобаза органов государственной власти краснодарского края	1
1562	администрация ленского бассейна внутренних водных путей	1
1563	администрация петрозаводского городского округа	1
1564	адрес гбу мфц города москвы вознесенский переулок 	1
1565	азовский филиал гбу ро пнд	1
1566	ак ямата ятырым иншаат туризм ве тиджарет аноним ширкети	1
1567	академия футбола тула обидимо	1
1568	акционерное общество издательство просвещение	1
1569	алексинская школа интернат	1
1570	аналитика по госзакупкам	1
1571	ано дпо институт государственного управления терентьев	1
1572	аргунский техникум	1
1573	багдасарян корюн суренович	1
1574	белгород вч  фото	1
1575	белебеевский информационный центр	4
1576	благовещенский лицей профессионального образования	1
1577	благовещенский специальный доминтернат для престарелых и инвалидов	1
1578	бу югорский институт развития строительного комплекса	1
1579	бу цфо минобразования чувашии	1
1580	бу шумерлинский ммц минздравсоцразвития чувашии	1
1581	буз во вопб	1
1582	булатова айсылу ильдаровна	1
1583	вч  вологда	1
1584	вч 	1
1585	вч  фгку санктпетербург	1
1586	вч  адрес	1
1587	вч  контакты	1
1588	вч 	1
1589	варгашинский завод противопожарного и специального оборудования	1
1590	ваш хлеб ооофилиал хлебозавод старооскольский	1
1591	введенская больница санктпетербург	1
1592	верещагинский многопрофильный техникум специальности	1
1593	военномедицинское управление фсб россии	1
1594	воинская часть  в мещерино	7
1595	воинская часть 	7
1596	войсковая часть 	7
1597	войсковая часть  цхинвал	7
1598	войсковая часть  красноярск	7
1599	войсковая часть 	7
1600	войсковая часть  род войск	7
1601	войсковая часть  энгельс	7
1602	войсковая часть  пенза	7
1603	войсковая часть 	7
1604	войсковая часть 	7
1605	войсковая часть 	7
1606	волгоградский филиал фку гцитоис фсин россии начальник	9
1607	волжского угмрн ространснадзора	1
1608	вольский военный институт материального обеспечения	1
1609	вохтожское муниципальное образование	1
1610	вч 	1
1611	вч  адрес	1
1612	вч  адрес	1
1613	вч  фото	1
1614	вч  адрес	1
1615	вч  железнодорожный	1
1616	вч 	1
1617	гаруда групп тюмень	1
1618	гау кк краснодарский цса	1
1619	гауз ао благовещенская городская клиническая больница	1
1620	гаусо кцсон золотая осень лаишевский район	5
1621	гбоу впо бгму минздрава россии	12
1622	гбоу впо тверская гма минздрава россии	12
1623	гбоу спо тпск  им вм максимчука	1
1624	гбоуоши курганский областной лицейинтернат для одаренных детей	1
1625	гбпоу по матк	1
1626	гбу автомобильные дороги юзао	1
1627	гбу жилищник района куркино	5
1628	гбу автомобильные дороги банковские реквизиты	1
1629	гбу безопасный регион пенза официальный сайт	11
1630	гбу до тзф тинао официальный сайт	11
1631	гбу ко мфц калужской области г калуга	10
1632	гбу кцсон балахнинского района	5
1633	гбу мфц города москвы официальный сайт	11
1634	гбу оцспсд юный нижегородец	1
1635	гбу сон со срцн тагилстроевского района города нижний тагил	5
1636	гбу цссв полярная звезда официальный сайт	11
1637	гбу цссв спутник	1
1638	гбуз волжская городская дезинфекционная станция	8
1639	гбуз гп  дзм	8
1640	гбуз гсп  горенбурга	8
1641	гбуз мнпц наркологии дзм	8
1642	гбуз мо пгкб  подольск	8
1643	гбуз нсо детская городская клиническая больница  имени вс гераськова	8
1644	гбуз пкб  дзм	8
1645	гбуз поликлиника  владикавказ	8
1646	гбуз рб гб  г октябрьский	8
1647	гбуз рм рузаевская мб	8
1648	гбуз рх ркоб им нм оджкина	8
1649	гбуз ск гдп  гставрополя	8
1650	гбуз со гп  г нижний тагил	8
1651	гбуз со сгкб  имени насемашко	8
1652	гбуз со сокб  г екатеринбург	8
1653	гбуз стоматологическая поликлиника города ульяновска	8
1654	гку мосэкопром	2
1655	гку умфц по кемеровской области	2
1656	гку ампп	2
1657	гку ао центр социальной поддержки населения володарского района	2
1658	гку апи мо	2
1659	гку апи московской области	2
1660	гку дирекция единого заказчика застройщика дагестан	2
1661	гку дирекция транспортного строительства	2
1662	гку леноблпожспас официальный сайт	11
1663	гку нсо медтранс	2
1664	гку рмэ миац	2
1665	гку со агентство по обеспечению деятельности мировых судей самарской области	2
1666	гку со красноармейский центр психологопедагогической помощи населению	2
1667	гку строитель амурской области	2
1668	гку техобеспечение мз рб	2
1669	гку то сервис тула	2
1670	гку укрис официальный сайт	11
1671	гку управление гз ло	2
1672	гку янао ямалтехэнергоконтроль салехард	2
1673	гкуз хоспис  им вв миллионщиковой дзм	1
1674	глава администрации старо щедринского поселения	1
1675	главное управление территориальной политики московской области реквизиты	10
1676	глаголев алексей владимирович фонд кудрина	1
1677	глебов михаил юрьевич пенза	1
1678	глори эвкалиптус лтд представительство отзывы	1
1679	гоку цспн мончегорск	1
1680	горжилхоз краснодар товарная 	1
1681	госзакупки ку рк управтодор рк	1
1682	госзатраты поиск поставщиков	1
1683	госзатраты спб	1
1684	госзатраты фгбу нпо тайфун	12
1685	госзатраты	1
1686	государственное бюджетное учреждение города москвы жилищник района куркино	5
1687	государственное бюджетное учреждение города москвы жилищник района тверской	5
1688	государственное бюджетное учреждение московской области управление материальнотехнического транспортного и санаторного обеспечения	10
1689	государственное казенное учреждение главное управление строительства краснодарского края	1
1690	государственное казенное учреждение города москвы ампп	1
1691	государственное казенное учреждение города москвы по капитальному ремонту многоквартирных домов города москвы укрис	1
1692	государственное казенное учреждение московской области дирекция единого заказчика министерства здравоохранения московской области	10
1693	государственное казенное учреждение нижегородской области нижегородстройзаказчик	10
1694	государственные фармацевтические компании россии список	1
1695	гоу яо рыбинский специальный коррекционный детский дом	1
1696	гп во областные электротеплосети официальный сайт	11
1697	грозненский технологический техникум сервиса	1
1698	грязинский участок сбыта электрической энергии	1
1699	гу во минфина россии	9
1700	гуз липецкая гб смп 	1
1701	гуп пи мосп лобня	1
1702	гцпикр департамента образования правительства города москвы	1
1703	дальневосточный филиал фгбу авиаметтелеком росгидромета	12
1704	департамент земельных отношений рсн и кдс приморского края вакансии	1
1705	департамент информатизации и связи краснодарского края	1
1706	департамент муниципального хозяйства администрации мо надымский район	5
1707	департамент сельского хозяйства и продовольствия новгородской области	10
1708	департамент строительства города москвы реквизиты	1
1709	департамент труда и социального развития приморского края	1
1710	детский сад одуванчик брянск когда открытие	13
1711	детское общественное питание	13
1712	джалильский доминтернат для престарелых и инвалидов	1
1713	дивизион проект пенза	1
1714	дирекция капитального строительства кчр	1
1715	дирекция по строительству и реконструкции департамента образования	1
1716	дирекция по эксплуатации комплекса кремль	1
1717	дирекция финансирования программ бдд	1
1718	дом отдыха прибрежный фсб россии фгку	1
1719	дом отдыха анапа фсб официальный сайт фото	11
1720	дом отдыха подмосковные вечера фсб россии	1
1721	дом отдыха подмосковье филиал фгку скк подмосковье минобороны россии	1
1722	дтс спб	1
1723	дубровская наталья владимировна сортавала	1
1724	дэс кировочепецк	1
1725	егрок	1
1726	единая служба заказчика	1
1727	еукц санктпетербург	1
1728	жилкомсервис  кировского района	5
1729	закрытое акционерное общество сохран	1
1730	закрытое акционерное общество централизованный региональный технический сервис	1
1731	закрытое акционерное общество рфарм	1
1732	закупка предметов роскоши	1
1733	зао централизованный региональный технический сервис	1
1734	зао балтстрой	1
1735	зао волгаэнергосбыт нижний новгород автозаводский район	5
1736	зао мастердом эксплуатация брянск	1
1737	иац судебный департамент	1
1738	ивановская пожарноспасательная академия гпс мчс россии	9
1739	индивидуальный предприниматель заяц олесь николаевич	1
1740	индивидуальный предприниматель федоров дмитрий валерьевич	1
1741	инн фгуп госзнак	3
1742	ип бажанова светлана олеговна	1
1743	ип гаврилова ирина васильевна шахты	1
1744	ип глаз виктория ильинична	1
1745	ип гринева марина олеговна орел	1
1746	ип дулев евгений викторович	1
1747	ип ермаков максим михайлович челябинск	1
1748	ип забелин алексей витальевич	1
1749	ип кинигопуло симферополь	1
1750	ип кузьмин иван алексеевич энгельс	1
1751	ип маглюк	1
1752	ип саприн андрей алексеевич	1
1753	ип солодухин александр станиславович	1
